TICKER,OPEN,HIGH,LOW,CLOSE
CAM,39.626289308176084,40.29325345911949,38.800857861635215,39.59886792452833
CAT,62.43374213836481,63.342079245283,61.53200880503142,62.50767295597482
CB,51.225094339622615,51.63226163522009,50.76322704402517,51.243081761006295
CBG,14.914339622641513,15.205911320754717,14.61556163522013,14.919371069182391
CBS,14.311289308176109,14.568664779874213,14.042167924528304,14.317106918239
CCE,25.703647798742125,25.975267924528303,25.464859119496868,25.735220125786167
CCL,35.66226415094343,36.07233459119497,35.1609786163522,35.63487421383648
CEG,34.510251572327064,34.91971509433963,34.070963522012576,34.48937106918238
CELG,57.366613924050604,58.02715696202529,56.529557594936726,57.33696202531645
CEPH,63.31265822784809,63.94780886075953,62.58858734177215,63.30898734177212
CERN,79.64439189189191,80.74290135135134,78.43248783783787,79.61939189189191
CF,84.61161886792456,86.05384150943401,82.99045597484276,84.4581761006289
CFN,25.035345911949687,25.347584276729563,24.686779874213844,25.040251572327044
CHK,23.988993710691812,24.310090566037744,23.551966037735856,23.92968553459119
CHRW,57.75387820512824,58.44921474358978,57.179774358974356,57.8460064102564
CI,33.94018867924527,34.45678050314467,33.41701886792452,33.9477358490566
CINF,27.535833333333333,27.763951282051284,27.289228205128193,27.549823717948712
CL,81.4837106918239,82.06340691823895,80.86156540880503,81.55176100628927
CLF,56.514113207547204,57.8274339622641,55.0351245283019,56.44911949685535
CLX,63.179150943396216,63.543188050314434,62.73254402515727,63.18257861635216
CMA,37.656754088050334,38.22062201257863,37.05422704402516,37.67169811320755
CMCSA,17.740822784810135,17.98554177215189,17.509509493670887,17.758512658227854
CME,303.6471518987343,307.56247784810125,299.12434873417715,302.90827531645573
CMI,65.07389937106919,66.31474842767294,63.9178886792453,65.19100628930815
CMS,15.566944654088054,15.71908616352201,15.413162264150944,15.587547169811325
CNP,14.111981132075467,14.244122641509435,13.887854716981135,14.115157232704401
CNX,43.237106918238986,44.0256132075472,42.247996855345896,43.13132075471699
COF,40.95801886792452,41.64068616352203,40.24727547169812,40.96578616352201
COG,36.85924528301887,37.43672641509436,36.16358490566037,36.77773584905661
COH,38.50830188679246,39.0482157232704,37.95249056603772,38.5411320754717
COL,58.29943396226417,58.90698742138365,57.6679496855346,58.34949685534591
COP,52.812201257861645,53.37343522012574,52.188108805031455,52.843459119496885
COST,58.31044303797469,58.763474683544274,57.86397215189873,58.32811708860756
CPB,35.11018867924528,35.35660377358491,34.8642358490566,35.14742138364781
CPWR,8.071772151898733,8.179611392405063,7.945511392405067,8.0746835443038
CRM,82.2932075471698,83.609306918239,81.02711446540883,82.47125786163522
CSC,50.90144654088049,51.288179245283,50.362696226415096,50.832578616352194
CSCO,24.356624203821664,24.64759235668789,24.08047770700637,24.37078025477708
CSX,50.95402515723271,51.628920125786195,50.20333081761007,50.94767295597484
CTAS,26.14537735849056,26.383987421383647,25.87373270440252,26.163899371069164
CTL,34.84635220125787,35.089967295597475,34.44694150943397,34.840628930817594
CTSH,51.06803797468356,51.72659177215189,50.3836765822785,51.12428797468353
CTXS,46.248301282051266,46.93424935897434,45.72411794871795,46.40615064102565
CVH,22.26232704402517,22.576901886792456,21.884230188679243,22.227484276729555
CVS,33.348522012578606,33.70772578616352,32.9822566037736,33.35006289308176
CVX,75.37455974842771,75.9802660377358,74.63204402515721,75.38364779874213
D,40.28509433962264,40.6313327044025,39.95575597484277,40.35022012578616
DD,36.68827044025158,37.10982578616353,36.222438364779876,36.69358490566039
DE,58.84833270440252,59.68588238993712,57.940601257861644,58.85805031446541
DELL,14.12322580645161,14.333759354838705,13.917627096774195,14.123045161290323
DF,13.8503144654088,14.019897484276733,13.642263522012577,13.828805031446537
DFS,14.489622641509433,14.715340880503138,14.236965408805032,14.481823899371065
DGX,54.32015723270442,54.77249937106917,53.751625157232716,54.315283018867916
DHI,11.98540880503145,12.442206289308178,11.732196226415095,11.970628930817607
DHR,66.01440251572332,66.59871006289309,65.33724088050317,66.03666666666665
DIS,33.34971698113208,33.72053081761009,32.98790000000001,33.39314465408805
DISCA,36.035833333333336,36.51927583333333,35.5803425,36.1134375
DNB,73.37691823899377,73.83825471698113,72.81139308176097,73.32226415094338
DNR,15.969150943396231,16.246556603773588,15.649434591194959,15.961446540880505
DO,78.4974528301887,79.57218616352196,77.06048176100627,78.27358490566037
DOV,46.04172955974842,46.571415094339606,45.466650943396225,46.055911949685516
DOW,27.92116855345913,28.380149056603777,27.44182201257862,27.93150943396225
DPS,34.41235849056606,34.797457861635216,34.026086163522,34.43874213836479
DRI,41.58072327044024,42.07650880503146,41.11360188679246,41.61811320754717
DTE,45.54100628930818,45.93549685534592,45.12882641509432,45.594276729559745
DTV,35.30061290322581,35.753160645161294,34.873489032258064,35.3395806451613
DUK,16.570062893081754,16.68257547169811,16.432405660377356,16.566352201257864
DV,59.16279874213836,59.886365408805034,58.25457044025157,59.041761006289306
DVA,62.32514905660377,62.979547169811305,61.75151132075469,62.4137106918239
DVN,66.80849056603775,67.61020251572327,65.82282452830187,66.73295597484277
EBAY,23.13733766233768,23.45683376623376,22.81376558441558,23.149571428571434
ECL,45.79808176100629,46.21181823899369,45.42340880503145,45.8674213836478
ED,44.52518867924528,44.80929937106917,44.17581320754715,44.54339622641511
EFX,31.957798742138394,32.23749496855345,31.662294968553446,31.98106918238995
EIX,33.51207547169811,33.80714276729558,33.21735408805033,33.5280503144654
EK,5.499842767295597,5.644638993710693,5.33541823899371,5.48503144654088
EL,59.8903144654088,60.59903710691825,59.21406918238994,60.03566037735847
EMC,18.587987421383655,18.798855974842766,18.363295597484274,18.609544025157224
EMN,60.99905660377359,61.72133899371072,60.156625786163545,60.97691823899371
EMR,47.51880503144654,48.03809433962264,46.95500251572326,47.57062893081763
EOG,100.46754716981133,101.98931509433963,98.83439308176108,100.52113207547174
EP,11.390377358490563,11.565346540880503,11.204195597484274,11.39536163522012
EQR,40.75396226415095,41.398361635220134,40.16437232704403,40.83295597484279
EQT,41.322610062893055,41.76662012578616,40.75221383647798,41.279433962264164
ERTS,17.07581761006289,17.309638993710703,16.83560125786163,17.084119496855347
ESRX,81.07899350649357,82.03497272727272,79.95385129870132,81.1075811688312
ETFC,4.579628888888889,4.659860740740741,4.4921851851851855,4.578573333333332
ETFCD,13.75975,14.03425,13.408000000000001,13.646125000000001
ETN,71.67270440251576,72.53623459119494,70.70383459119498,71.68251572327046
ETR,78.102641509434,78.75985849056605,77.29556666666667,78.1074213836478
EXC,43.01031446540879,43.32493144654089,42.500466666666675,42.94138364779874
EXPD,37.66136942675156,38.10494267515922,37.193727388535024,37.6978662420382
EXPE,22.454585987261122,22.847250955414005,22.0761407643312,22.474490445859885
F,12.101216981132067,12.285115094339625,11.86165157232704,12.079685534591198
FAST,48.77181528662418,49.42708152866241,48.09416114649682,48.82571656050953
FCX,73.61678113207549,74.74574968553459,72.14887798742137,73.42012578616351
FDO,36.862641509433956,37.27923710691824,36.51543459119498,36.953584905660364
FDX,83.71283018867923,84.7002874213836,82.5299849056604,83.67396226415092
FE,38.85622641509434,39.14893207547171,38.43374779874214,38.794968553459135
FHN,12.882201257861642,13.079693081761008,12.673900000000005,12.876352201257859
FII,24.03849056603772,24.27806918238993,23.7395679245283,24.005849056603786
FIS,25.624716981132078,25.884024528301893,25.386477987421383,25.643962264150947
FISV,48.86691823899372,49.3322358490566,48.412843396226414,48.920666666666705
FITB,12.938575949367086,13.198264556962028,12.676710126582279,12.943544303797466
FLIR,29.00069620253166,29.30094683544304,28.667186708860775,29.00414556962027
FLR,46.97509433962265,47.621886792452834,46.25464025157233,46.99320754716983
FLS,100.6980503144654,102.07261698113207,99.16809622641507,100.74264150943397
FMC,59.676666666666655,60.35030377358492,59.01188490566039,59.737295597484284
FO,45.777547169811335,46.24037610062892,45.2256389937107,45.78798742138363
FPL,49.40789661016951,49.82966949152543,48.922641525423714,49.39531779661016
FRX,28.6438364779874,28.916886792452836,28.320968553459107,28.62597484276731
FSLR,121.75585987261142,123.98231592356684,119.3790426751593,121.64525477707011
FTI,59.817421383647826,60.839469811320726,58.76468742138364,59.8884905660377
FTR,7.668364779874214,7.733254716981133,7.566727672955973,7.65150943396227
GAS,42.019339622641496,42.36454339622642,41.60900503144653,42.04691823899372
GCI,15.4806603773585,15.796962264150942,15.142136477987426,15.478993710691821
GD,68.95320754716985,69.59310503144658,68.1299119496855,68.94377358490566
GE,16.60688679245283,16.804094339622633,16.372431446540883,16.592012578616348
GENZ,54.72496794871795,55.584501282051264,54.17369551282052,54.93214743589744
GILD,40.97462025316457,41.414925949367074,40.46298924050635,40.91657594936709
GIS,60.101729559748435,60.498711320754715,59.648757232704405,60.11377358490565
GLW,18.430157232704406,18.6428641509434,18.11741069182389,18.390691823899374
GME,20.850868553459115,21.163550314465407,20.499913836477987,20.84515723270441
GNW,15.114371069182386,15.449827044025158,14.76120251572327,15.112830188679245
GOOG,524.1273734177216,529.2630088607589,517.9734822784812,523.3291645569625
GPC,41.05094339622641,41.41037861635218,40.62691572327045,41.058490566037705
GPS,21.19097484276729,21.461534591194972,20.899113836477984,21.177437106918227
GR,69.12887106918242,69.983313836478,68.31255849056606,69.24779874213836
GS,154.49279874213843,156.3458333333334,152.2155817610063,154.14602201257867
GT,12.703081761006288,12.936227672955972,12.414614465408802,12.657169811320758
GWW,105.4161635220126,106.49836603773585,104.40172641509437,105.60647798742141
HAL,29.517672955974845,30.0481006289308,28.93430188679243,29.505094339622637
HAR,38.0388364779874,38.72883899371069,37.32319622641507,38.05069182389937
HAS,38.49728679245284,38.96292201257862,38.032688050314476,38.54257861635223
HBAN,5.57905844155844,5.701421428571428,5.451349350649351,5.574766233766229
HCBK,13.151886792452837,13.277415723270444,13.001641509433965,13.142383647798743
HCN,43.713773584905674,44.1387245283019,43.21293333333334,43.7048427672956
HCP,31.95578993710692,32.405283018867934,31.546249056603788,32.02314465408804
HD,31.015220125786165,31.34368867924531,30.67398805031448,31.019937106918245
HES,57.992861635220144,58.70511509433964,57.090408805031444,57.945408805031434
HIG,25.19496855345912,25.62065471698114,24.687925786163532,25.157169811320756
HNZ,45.20257861635221,45.48157169811321,44.84193018867924,45.218113207547205
HOG,27.441572327044007,27.908558490566065,26.93168805031447,27.448867924528294
HON,42.464716981132064,42.93192012578619,41.97576729559749,42.48471698113208
HOT,44.38374213836479,45.14356289308173,43.55624716981133,44.44025157232704
HP,39.31454545454545,39.92444380165287,38.57455867768594,39.25917355371898
HPQ,48.99344402515722,49.45921635220123,48.41295597484279,48.91940251572329
HRB,17.566918238993708,17.751996226415088,17.323930817610062,17.54119496855345
HRL,41.06861635220125,41.34851194968552,40.78166352201257,41.11477987421387
HRS,46.591226415094354,47.14430188679247,45.94386792452829,46.57201257861636
HSP,53.85873018867922,54.37862515723269,53.29386100628929,53.88308176100625
HST,13.730031446540885,13.989496855345914,13.470423899371065,13.742955974842761
HSY,44.29807735849058,44.710370440251566,43.90188050314465,44.369685534591184
HUM,47.078301886792445,47.73176352201258,46.419681761006295,47.12270440251576
IBM,127.75688679245282,128.81003962264148,126.80455031446539,127.89389937106921
ICE,109.67905660377355,111.24421320754713,107.96695849056601,109.56135220125785
IFF,44.94877358490564,45.412594968553464,44.49963522012578,45.00528301886793
IGT,18.17852201257862,18.484319496855356,17.850142138364777,18.158176100628925
INTC,21.239455128205126,21.458855128205144,20.951771153846156,21.210855128205132
INTU,34.79323899371069,35.18282955974842,34.47399685534592,34.889135220125794
IP,24.61264150943396,25.056679245283007,24.10587861635221,24.574591194968548
IPG,8.019182389937102,8.242437106918244,7.859604402515719,8.02308176100629
IRM,24.59540880503145,24.843822012578613,24.299509433962257,24.57408805031445
ISRG,336.4589423076922,340.93018910256416,331.4580570512819,336.31560897435884
ITT,50.03050314465408,50.53465283018867,49.47104150943394,50.043144654088046
ITW,46.098742138364756,46.55869685534589,45.55435220125784,46.058238993710695
IVZ,20.15842767295597,20.482848427672952,19.77404905660376,20.135723270440252
JAVA,9.4128125,9.43125,9.401875,9.42125
JBL,15.179496855345898,15.408370440251566,14.84610566037735,15.123207547169827
JCI,30.022254716981124,30.410641509433965,29.524337735849063,29.979874213836478
JCP,26.882955974842762,27.293004402515717,26.385610062893065,26.838490566037752
JDSU,10.84200636942675,11.06674203821656,10.592536305732484,10.84562229299363
JEC,41.05845911949685,41.61856289308174,40.420377987421375,41.03761006289305
JNJ,62.242704402515734,62.58708238993709,61.773119496855344,62.19100628930819
JNPR,27.28459119496856,27.673839622641513,26.878948427672952,27.328993710691822
JNS,12.205723270440247,12.423621383647795,11.961053459119496,12.19251572327044
JPM,41.070188679245284,41.56551320754714,40.46600188679245,41.01805031446539
JWN,37.51503144654085,38.12342704402517,36.88154528301888,37.50685534591193
K,52.94899371069183,53.33211635220125,52.54344716981136,52.96823899371073
KEY,7.77496855345912,7.938695597484281,7.60471320754717,7.779764150943396
KFT,29.336415094339632,29.579769811320755,29.08030817610064,29.362311320754742
KG,10.263993710691826,10.40751572327044,10.095226415094334,10.250377358490562
KIM,14.527295597484281,14.768647798742137,14.285691823899372,14.536792452830188
KLAC,31.08729299363059,31.554111464968152,30.516890445859865,31.027245222929956
KMB,61.870628930817645,62.24346163522009,61.38165220125786,61.85477987421383
KMX,20.592280701754383,20.953507017543863,20.19285263157895,20.563508771929822
KO,53.87861635220128,54.22892955974841,53.4576270440252,53.87251572327044
KR,21.39880251572327,21.63009433962264,21.20261949685535,21.424025157232705
KSS,51.96022012578618,52.56610062893083,51.3094716981132,51.92949685534592
L,36.01713836477986,36.32735911949683,35.64514025157233,36.019685534591176
LEG,21.324150943396226,21.58197610062893,21.03254528301887,21.329371069182383
LEN,16.214842767295604,16.56620943396227,15.829889308176096,16.18693396226415
LH,75.391320754717,76.05275345911953,74.7201320754717,75.44490566037737
LIFE,49.828829113924044,50.37227784810127,49.208674050632894,49.813702531645596
LLL,84.89660377358491,85.55506666666669,84.01617610062893,84.8369182389937
LLTC,29.02367088607594,29.370341772151917,28.609063924050634,29.019952531645572
LLY,35.070000000000036,35.33125471698112,34.76106540880502,35.0605031446541
LM,29.481886792452848,29.93429811320754,28.96235471698114,29.45591194968554
LMT,78.94918238993709,79.64454025157231,78.20947798742137,78.96062893081762
LNC,26.87672955974843,27.34215974842767,26.343349685534584,26.855786163522005
LO,75.86547169811324,76.43465660377356,75.19127044025154,75.84503144654089
LOW,23.33386792452831,23.592158490566025,23.012952201257864,23.308616352201238
LSI,5.462389937106922,5.557766666666668,5.348611320754717,5.456289308176101
LTD,23.916415094339623,24.284280503144647,23.527050943396226,23.940503144654073
LUK,23.207044025157234,23.485694968553446,22.85067672955974,23.16893081761006
LUV,12.251257861635215,12.429517610062895,12.066686163522009,12.244905660377354
LXK,34.76594339622641,35.32537610062892,34.17673144654088,34.79522012578617
M,20.066226415094338,20.423080503144647,19.685452201257874,20.0750786163522
MA,229.76730188679247,232.84335849056606,226.43391132075482,229.53452830188678
MAR,31.37563647798741,31.84151823899371,30.927186792452847,31.426352201257867
MAS,13.668238993710691,13.90853710691825,13.38802641509434,13.662138364779869
MAT,21.860224358974357,22.135120512820517,21.547741025641024,21.869086538461545
MCD,67.46374213836478,67.9686220125786,66.98349811320759,67.51147798742139
MCHP,28.447802547770696,28.754877070063692,28.05644904458599,28.445222929936303
MCK,64.5618314465409,65.17514779874213,63.8333779874214,64.5683647798742
MCO,24.815345911949684,25.171917610062884,24.43826855345911,24.805471698113216
MDP,33.12512578616352,33.54893018867924,32.653442767295594,33.11641509433962
MDT,41.559654088050316,41.92290817610059,41.12173081761008,41.50893081761009
MEE,38.81449685534591,39.74314465408807,37.83623333333335,38.775157232704416
MET,40.14440251572327,40.72303396226413,39.490226415094334,40.13817610062895
MFE,36.316635220125804,36.68849308176102,35.87742955974845,36.2967924528302
MHP,32.1996855345912,32.559086792452796,31.769854716981154,32.185911949685526
MHS,59.35789308176101,59.967167924528276,58.60652327044026,59.24100628930816
MI,7.618584905660379,7.812924528301887,7.419869182389941,7.623411949685531
MIL,96.61342105263158,97.04204887218049,95.74271804511281,96.77578947368423
MJN,50.26977987421385,50.82854025157233,49.67872264150947,50.30012578616352
MKC,38.402358490566044,38.670593710691854,38.1361106918239,38.444591194968545
MMC,23.073962264150946,23.293733962264145,22.83801886792453,23.087924528301883
MMM,82.43097484276726,83.10032012578618,81.50069496855349,82.39245283018866
MO,20.73603773584906,20.883550943396212,20.570129559748445,20.742562893081757
MOLX,20.70307692307694,20.956555128205125,20.399663461538474,20.69208333333334
MON,64.38184402515724,65.12138742138366,63.458456603773584,64.21926100628934
MOT,7.166540880503142,7.2848427672956015,7.049088050314464,7.1633490566037725
MRK,36.06311320754716,36.40551006289308,35.62084905660375,36.03691823899371
MRO,31.68044025157236,32.01860188679246,31.314754088050325,31.690566037735845
MS,27.88377358490567,28.288442138364772,27.43408616352203,27.857610062893063
MSFT,27.905541401273897,28.17760445859872,27.584670700636938,27.873697452229283
MTB,82.01861635220128,83.26732704402518,80.7970937106919,82.11308176100631
MU,9.352579617834396,9.526968789808917,9.102673248407646,9.320343949044588
MUR,54.58235849056604,55.24172955974845,53.833014465408816,54.607295597484274
MWV,24.82993710691823,25.172291823899368,24.42578867924529,24.793584905660374
MWW,14.96103773584905,15.242606289308185,14.642679874213833,14.941069182389938
MYL,19.546741935483883,19.79530193548388,19.29549741935483,19.56253225806451
NBL,70.57462327044026,71.44634465408805,69.54702515723271,70.55396226415093
NBR,20.6296855345912,21.022428301886805,20.17397798742139,20.588301886792447
NDAQ,19.570891719745223,19.804731847133755,19.3340821656051,19.577006369426755
NEE,51.67048780487804,52.25570731707317,51.30221219512194,51.89048780487804
NEM,53.26298742138364,54.02922893081759,52.495138364779876,53.28430817610063
NI,15.571069182389937,15.7177503144654,15.41004088050315,15.585157232704397
NKE,70.4877044025157,71.20326603773584,69.8001459119497,70.56823899371066
NOC,60.8919496855346,61.47900251572327,60.24799433962263,60.91275157232707
NOV,40.84666666666667,41.436876100628936,40.13651069182394,40.797169811320735
NOVL,5.593702531645571,5.666894303797471,5.520741139240507,5.598481012658227
NRG,22.45321428571429,22.76348071428572,22.129680714285712,22.44564285714286
NSC,54.780974842767314,55.44691635220124,54.08282264150943,54.82937106918236
NSM,14.33619496855345,14.515294968553459,14.097376100628935,14.323333333333329
NTAP,35.481298726114645,36.05289936305732,34.93879936305733,35.557595541401284
NTRS,51.98305732484073,52.58932611464968,51.37348280254777,51.991019108280256
NU,26.738867924528293,26.95925408805032,26.509691823899374,26.76327044025159
NUE,43.15440251572326,43.672934591194945,42.47617987421386,43.08459119496855
NVDA,14.389303797468356,14.618747468354426,14.075343037974683,14.345734177215197
NVLS,24.85022012578616,25.219879874213838,24.454110062893072,24.86756289308176
NWL,15.586540880503145,15.785953459119495,15.368725157232708,15.589433962264152
NWSA,13.722677419354838,13.915138709677414,13.4787935483871,13.710570322580644
NYT,10.533962264150945,10.762649685534594,10.284622641509438,10.510817610062894
NYX,28.316446540880495,28.718750943396227,27.946020754716965,28.37201257861636
ODP,6.158616352201259,6.29787547169811,5.986874213836478,6.136226415094338
OI,30.799088050314438,31.292450943396222,30.275166037735843,30.77522012578617
OKE,46.15305785123966,46.64527438016528,45.521223966942166,46.1772727272727
OMC,38.13410377358489,38.52466855345916,37.71937232704402,38.12213836477986
ORCL,24.169203821656055,24.417674522292984,23.89022356687898,24.16381847133757
ORLY,44.361234177215195,44.859841772151896,43.928439873417716,44.452974683544305
OXY,81.40342767295597,82.34941823899372,80.30744591194971,81.37566037735846
PAYX,29.156163522012584,29.386591823899376,28.861762893081767,29.136094339622648
PBCT,15.075796178343953,15.207582802547767,14.898904458598727,15.046512738853504
PBG,37.73973684210525,37.924213157894734,37.59644736842106,37.78263157894736
PBI,23.06298742138366,23.25521383647799,22.79070817610063,23.035849056603773
PCAR,41.45395569620252,42.068639873417716,40.83860822784812,41.48917721518987
PCG,42.97506289308176,43.369182389937095,42.598956603773594,43.047169811320764
PCL,37.18323899371068,37.57289811320753,36.70582452830189,37.15955974842769
PCLN,225.9029113924051,229.79804113924044,221.990629113924,226.24202531645562
PCP,116.69633962264149,118.103358490566,115.10469937106916,116.75226415094347
PCS,7.7075157232704425,7.852787421383644,7.550845911949685,7.697106918238992
PDCO,29.681305732484088,29.95766050955415,29.33079872611465,29.67031847133759
PEG,31.55842767295598,31.846796855345918,31.213302515723278,31.557232704402512
PEP,63.76471698113204,64.22418301886798,63.300269182389904,63.82534591194967
PFE,16.637264150943405,16.796866037735857,16.451067295597486,16.615078616352207
PFG,25.93018867924528,26.34354088050315,25.481664150943395,25.933899371069202
PG,61.90194213836477,62.35515786163522,61.389905660377316,61.97075471698117
PGN,39.68201257861636,39.94953836477985,39.37613396226417,39.70144654088052
PGR,18.832578616352205,19.019197484276734,18.629762893081768,18.834591194968542
PH,61.78333333333334,62.57552767295592,60.93307232704404,61.8001886792453
PHM,10.44761006289308,10.654364779874214,10.223416981132079,10.435345911949684
PKI,22.059559748427677,22.31194905660377,21.77281194968554,22.04081761006289
PLD,12.228364779874218,12.457703773584901,11.963757861635214,12.210597484276732
PLL,37.240251572327026,37.64534213836478,36.81203522012579,37.26232704402517
PM,48.89462264150946,49.41147861635223,48.21177358490566,48.96
PNC,59.33145283018869,60.16553962264153,58.393261635220156,59.29889937106918
PNW,37.19377358490568,37.51766226415095,36.86781257861638,37.235849056603776
POM,16.69160377358491,16.83320628930818,16.51386100628931,16.686666666666664
PPG,64.53628930817611,65.25428867924526,63.81394150943396,64.60220125786161
PPL,27.59500000000001,27.830627044025153,27.284454088050307,27.566477987421393
PRU,56.55965597484275,57.35898993710692,55.64024968553458,56.56320754716982
PSA,89.85874213836482,90.96132075471698,88.80899371069184,90.00704402515723
PTV,26.624418238993712,26.931333962264148,26.31237421383647,26.64471698113207
PWR,20.066509433962267,20.343893081761,19.76393899371069,20.069811320754724
PX,80.87274402515725,81.65385408805032,80.13461132075474,80.976855345912
PXD,57.14371069182393,58.18005723270441,56.099603773584924,57.24037735849058
Q,5.076666666666664,5.137063522012577,5.02240817610063,5.084213836477988
QCOM,39.188216560509545,39.62130254777072,38.72251656050956,39.16269363057325
QEP,31.218285714285724,31.737628571428566,30.575499999999998,31.20542857142856
QLGC,18.48355769230769,18.741660256410253,18.2068108974359,18.49235576923076
